CATEGORY,COMMON.NAME,STATE,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION.DATE,OBSERVER.ID,SAMPLING.EVENT.IDENTIFIER,GROUP.IDENTIFIER,SPECIES.COMMENTS,year,month,daym,source,group.id
,Black Kite,Karnataka,Bengaluru,Kaggalipura,NA,NA,7/19/2023,PfA,NA,NA,Head injury,2023,7,19,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Vega city,NA,NA,7/25/2023,PfA,NA,NA,Head injury,2023,7,25,NA,NA
,Indian Peafowl,Karnataka,Bengaluru,Ittamadu,NA,NA,8/15/2023,PfA,NA,NA,Head injury,2023,8,15,NA,NA
,Common Myna,Karnataka,Bengaluru,RR Nagar,NA,NA,8/17/2023,PfA,NA,NA,Head injury,2023,8,17,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,BSK 2nd stage,NA,NA,8/22/2023,PfA,NA,NA,Head injury,2023,8,22,NA,NA
,Common Myna,Karnataka,Bengaluru,Mahalakshmi layout,NA,NA,8/23/2023,PfA,NA,NA,Head injury,2023,8,23,NA,NA
,Large-billed Crow,Karnataka,Bengaluru,Rajkumar road,NA,NA,8/27/2023,PfA,NA,NA,Head injury,2023,8,27,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Trinetra Yoga,NA,NA,8/29/2023,PfA,NA,NA,Head injury,2023,8,29,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Somanahalli,NA,NA,9/1/2023,PfA,NA,NA,Head injury,2023,9,1,NA,NA
,Spotted Owlet,Karnataka,Bengaluru,Seegehalli,NA,NA,9/17/2023,PfA,NA,NA,Head injury,2023,9,17,NA,NA
,House Crow,Karnataka,Bengaluru,Hanumanth nagar,NA,NA,9/17/2023,PfA,NA,NA,Head injury,2023,9,17,NA,NA
,House Crow,Karnataka,Bengaluru,Kamalanagar,NA,NA,9/19/2023,PfA,NA,NA,Head injury,2023,9,19,NA,NA
,Indian Pond-Heron,Karnataka,Bengaluru,Hegganahalli,NA,NA,10/2/2023,PfA,NA,NA,Head injury,2023,10,2,NA,NA
,House Crow,Karnataka,Bengaluru,Jayanagar,NA,NA,10/4/2023,PfA,NA,NA,Head injury,2023,10,4,NA,NA
,House Crow,Karnataka,Bengaluru,Vasanthnagar,NA,NA,10/6/2023,PfA,NA,NA,Head injury,2023,10,6,NA,NA
,Black Kite,Karnataka,Bengaluru,JP nagar 1st phase,NA,NA,10/8/2023,PfA,NA,NA,Head injury,2023,10,8,NA,NA
,Yellow-legged Buttonquail,Karnataka,Bengaluru,Chandra layout,NA,NA,10/15/2023,PfA,NA,NA,Head injury,2023,10,15,NA,NA
,Yellow-billed Babbler,Karnataka,Bengaluru,Aaradhana layout,NA,NA,10/18/2023,PfA,NA,NA,Head injury,2023,10,18,NA,NA
,Common Myna,Karnataka,Bengaluru,Tata silk farm,NA,NA,10/29/2023,PfA,NA,NA,Head injury,2023,10,29,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,BSK 2nd stage,NA,NA,10/29/2023,PfA,NA,NA,Head injury,2023,10,29,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Yalechanahalli,NA,NA,10/30/2023,PfA,NA,NA,Head injury,2023,10,30,NA,NA
,Black-headed Ibis,Karnataka,Bengaluru,Bilekahalli,NA,NA,11/1/2023,PfA,NA,NA,Head injury,2023,11,1,NA,NA
,Indian Pitta,Karnataka,Bengaluru,T Dasarahalli,NA,NA,11/4/2023,PfA,NA,NA,Head injury,2023,11,4,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Arekere,NA,NA,11/4/2023,PfA,NA,NA,Head injury,2023,11,4,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,Binnypete,NA,NA,11/6/2023,PfA,NA,NA,Head injury,2023,11,6,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Chamarajpete,NA,NA,11/9/2023,PfA,NA,NA,Head injury,2023,11,9,NA,NA
,Rose-ringed Parakeet,Karnataka,Bengaluru,Kodigehalli,NA,NA,11/15/2023,PfA,NA,NA,Head injury,2023,11,15,NA,NA
,White-throated Kingfisher,Karnataka,Bengaluru,HSR layout,NA,NA,11/15/2023,PfA,NA,NA,Head injury,2023,11,15,NA,NA
,Spotted Dove,Karnataka,Bengaluru,Good earth malhar,NA,NA,11/15/2023,PfA,NA,NA,Head injury,2023,11,15,NA,NA
,White-cheeked Barbet,Karnataka,Bengaluru,JP nagar,NA,NA,11/18/2023,PfA,NA,NA,Head injury,2023,11,18,NA,NA
,Indian Pond-Heron,Karnataka,Bengaluru,Whitefield,NA,NA,11/24/2023,PfA,NA,NA,Head injury,2023,11,24,NA,NA
,Asian Koel,Karnataka,Bengaluru,Sahakar nagar,NA,NA,11/26/2023,PfA,NA,NA,Head injury,2023,11,26,NA,NA
,Asian Koel,Karnataka,Bengaluru,Vyalikaval police station,NA,NA,11/29/2023,PfA,NA,NA,Head injury,2023,11,29,NA,NA
