"COMMON.NAME","SCIENTIFIC.NAME"
"Temminck's Tragopan","Tragopan temminckii"
"Great Frigatebird","Fregata minor"
"Hume's Boobook","Ninox obscura"
"Striped Laughingthrush","Trochalopteron virgatum"
"Streak-throated Fulvetta","Fulvetta manipurensis"
"Eastern Yellow Wagtail","Motacilla tschutschensis"
"Brown-cheeked Rail","Rallus indicus"
"Bhutan Laughingthrush","Trochalopteron imbricatum"
"Common Goldeneye","Bucephala clangula"
"Crested Tit-Warbler","Leptopoecile elegans"
"Bar-winged Wren-Babbler","Spelaeornis troglodytoides"
"Bugun Liocichla","Liocichla bugunorum"
"Blackish-breasted Babbler","Stachyris humei"
"Andaman Masked-Owl","Tyto deroepstorffi"
"Taiga Bean-Goose","Anser fabalis"
"Andaman Nightjar","Caprimulgus andamanicus"
"Spot-breasted Scimitar-Babbler","Megapomatorhinus mcclellandi"
"White-backed Thrush","Turdus kessleri"
"Chinese Pond-Heron","Ardeola bacchus"
"Eurasian Nightjar","Caprimulgus europaeus"
"Lesser White-fronted Goose","Anser erythropus"
"Daurian Starling","Agropsar sturninus"
"Jouanin's Petrel","Bulweria fallax"
"Siberian Blue Robin","Larvivora cyane"
"Chevron-breasted Babbler","Stachyris roberti"
"Black-headed Bulbul","Brachypodius atriceps"
"Nicobar Bulbul","Hypsipetes nicobariensis"
"Rufous-tailed Scrub-Robin","Cercotrichas galactotes"
"Tropical Shearwater","Puffinus bailloni"
"Mangrove Pitta","Pitta megarhyncha"
"Baikal Teal","Sibirionetta formosa"
"Red Knot","Calidris canutus"
"Nicobar Sparrowhawk","Accipiter butleri"
"Nicobar Jungle-Flycatcher","Cyornis nicobaricus"
"Hill Prinia","Prinia superciliaris"
"Gray-faced Buzzard","Butastur indicus"
"Wilson's Storm-Petrel","Oceanites oceanicus"
"Gray-headed Parakeet","Psittacula finschii"
"Wedge-tailed Shearwater","Ardenna pacifica"
"Gray-crowned Warbler","Phylloscopus tephrocephalus"
"Fieldfare","Turdus pilaris"
"Tristram's Bunting","Emberiza tristrami"
"Persian Shearwater","Puffinus persicus"
"Buffy Fish-Owl","Ketupa ketupu"
"Long-tailed Jaeger","Stercorarius longicaudus"
"Red-footed Booby","Sula sula"
"Blyth's Paradise-Flycatcher","Terpsiphone affinis"
"Rufous-necked Snowfinch","Montifringilla ruficollis"
"Long-tailed Wren-Babbler","Spelaeornis chocolatinus"
"Burmese Shrike","Lanius collurioides"
"Pale Rockfinch","Carpospiza brachydactyla"
"Slender-billed Oriole","Oriolus tenuirostris"
"Firethroat","Calliope pectardens"
"Brown-rumped Minivet","Pericrocotus cantonensis"
"Franklin's Gull","Leucophaeus pipixcan"
"Elliot's Laughingthrush","Trochalopteron elliotii"
"Cory's Shearwater","Calonectris diomedea"
"Blue-winged Pitta","Pitta moluccensis"
"Himalayan Thrush","Zoothera salimalii"
"Pectoral Sandpiper","Calidris melanotos"
"Northern Wheatear","Oenanthe oenanthe"
"Chinese Thrush","Otocichla mupinensis"
"Eurasian Eagle-Owl","Bubo bubo"
"Brown-capped Laughingthrush","Trochalopteron austeni"
"Spot-breasted Parrotbill","Paradoxornis guttaticollis"
"Yellow-throated Laughingthrush","Ianthocincla galbana"
"White-browed Laughingthrush","Ianthocincla sannio"
"European Golden-Plover","Pluvialis apricaria"
"White Tern","Gygis alba"
"Blue-throated Bee-eater","Merops viridis"
"Pink-rumped Rosefinch","Carpodacus waltoni"
"Baikal Bush Warbler","Locustella davidi"
"Nicobar Scops-Owl","Otus alius"
"Short-tailed Shearwater","Ardenna tenuirostris"
"Asian Stubtail","Urosphena squameiceps"
"Woodchat Shrike","Lanius senator"
"Mugimaki Flycatcher","Ficedula mugimaki"
"Sabine's Gull","Xema sabini"
"Moustached Laughingthrush","Ianthocincla cineracea"
"Great Spotted Woodpecker","Dendrocopos major"
"Black-headed Greenfinch","Chloris ambigua"
"Red-breasted Goose","Branta ruficollis"
"Christmas Island Frigatebird","Fregata andrewsi"
"Black Tern","Chlidonias niger"
"Godlewski's Bunting","Emberiza godlewskii"
"Chinese Bush Warbler","Locustella tacsanowskia"
"Yunnan Nuthatch","Sitta yunnanensis"
"Blue-and-white Flycatcher","Cyanoptila cyanomelana"
"White-rumped Snowfinch","Montifringilla taczanowskii"
"Chinese Sparrowhawk","Accipiter soloensis"
"Herring Gull","Larus argentatus"
"Van Hasselt's Sunbird","Leptocoma brasiliana"
"Red-throated Loon","Gavia stellata"
"Chestnut-flanked White-eye","Zosterops erythropleurus"
"Large Blue Flycatcher","Cyornis magnirostris"
"White-headed Duck","Oxyura leucocephala"
"Eurasian Scops-Owl","Otus scops"
"Pied Triller","Lalage nigra"
"Red-breasted Merganser","Mergus serrator"
"Wood Warbler","Phylloscopus sibilatrix"
"White-eyed Gull","Ichthyaetus leucophthalmus"
"Chinese White-browed Rosefinch","Carpodacus dubius"
"White-eared Night-Heron","Gorsachius magnificus"
"Vivid Niltava","Niltava vivida"
"Crimson-winged Finch","Rhodopechys sanguineus"
"Japanese Sparrowhawk","Accipiter gularis"
"Rock Eagle-Owl","Bubo bengalensis"
"Lesser Short-toed Lark","Alaudala rufescens"
"White-browed Crake","Amaurornis cinerea"
"Gray-tailed Tattler","Tringa brevipes"
"Hume's Pheasant","Syrmaticus humiae"
"Masked Shrike","Lanius nubicus"
"White-cheeked Starling","Spodiopsar cineraceus"
"Chinese Egret","Egretta eulophotes"
"Rook","Corvus frugilegus"
"Horsfield's Bronze-Cuckoo","Chrysococcyx basalis"
"Javan Pond-Heron","Ardeola speciosa"
"Pied Crow","Corvus albus"
"Namaqua Dove","Oena capensis"
"American Golden-Plover","Pluvialis dominica"
"Yellow-browed Bunting","Emberiza chrysophrys"
"Amur Paradise-Flycatcher","Terpsiphone incei"
"Zappey's Flycatcher","Cyanoptila cumatilis"
"Chin Hills Wren-Babbler","Spelaeornis oatesi"
"Spoon-billed Sandpiper","Calidris pygmaea"
"Finsch's Wheatear","Oenanthe finschii"
"Pale Rosefinch","Carpodacus stoliczkae"
"Desert Finch","Rhodospiza obsoleta"
"Naumann's Thrush","Turdus naumanni"
"Rustic Bunting","Emberiza rustica"
"Comb Duck","Sarkidiornis sylvicola"
"Red-billed Starling","Spodiopsar sericeus"
"Winter Wren","Troglodytes hiemalis"
"Green Avadavat","Sporaeginthus formosus"
"Great Indian Bustard","Ardeotis nigriceps"
"Lesser Florican","Sypheotides indicus"
"Derbyan Parakeet","Psittacula derbiana"
"Yellow-breasted Bunting","Emberiza aureola"
"Saker Falcon","Falco cherrug"
"Finn's Weaver","Ploceus megarhynchus"
