Submission.ID,Hour,Season,Sp.count
S31480479,10,Wet,11
S31480677,16,Wet,12
S31480817,17,Wet,21
S31480839,16,Wet,11
S31480842,16,Wet,16
S31481384,10,Wet,12
S31481542,10,Wet,9
S31481769,6,Wet,9
S31481810,6,Wet,13
S31481923,7,Wet,14
S31481971,7,Wet,13
S31482015,7,Wet,13
S31482070,8,Wet,15
S31482162,9,Wet,11
S31482224,7,Wet,9
S31482242,9,Wet,9
S31482326,16,Wet,13
S31482368,16,Wet,9
S31482389,7,Wet,14
S31482423,17,Wet,7
S31482476,17,Wet,9
S31487904,16,Wet,9
S31487943,16,Wet,5
S31487980,6,Wet,13
S31487984,16,Wet,8
S31487985,6,Wet,14
S31488020,16,Wet,8
S31488055,17,Wet,7
S31488113,17,Wet,4
S31488160,6,Wet,6
S31488196,7,Wet,19
S31488241,17,Wet,7
S31488757,7,Wet,24
S31489330,9,Wet,19
S31489846,8,Wet,20
S31489977,9,Wet,18
S31490035,10,Wet,18
S31490168,16,Wet,22
S31490169,16,Wet,13
S31490170,17,Wet,13
S31490171,17,Wet,18
S31490378,6,Wet,16
S31490431,6,Wet,16
S31490537,7,Wet,13
S31490560,7,Wet,13
S31490665,8,Wet,14
S31490685,8,Wet,10
S31490709,7,Wet,9
S31490726,7,Wet,10
S31490742,8,Wet,5
S31490746,9,Wet,8
S31490749,8,Wet,11
S31490802,9,Wet,12
S31490832,9,Wet,7
S31490946,10,Wet,18
S31492018,9,Wet,8
S31492182,10,Wet,10
S31492308,17,Wet,10
S31492315,17,Wet,8
S31492320,16,Wet,12
S31492330,16,Wet,11
S31492390,16,Wet,7
S31492532,16,Wet,9
S31492708,7,Wet,12
S31492709,7,Wet,13
S31492723,7,Wet,8
S31492724,7,Wet,9
S31492727,8,Wet,8
S31492733,9,Wet,7
S31492736,8,Wet,7
S31492777,7,Wet,15
S31492781,7,Wet,12
S31492788,7,Wet,17
S31492789,7,Wet,18
S31492794,8,Wet,11
S31492797,8,Wet,14
S31492800,9,Wet,11
S31492807,9,Wet,14
S31492809,10,Wet,10
S31492810,10,Wet,11
S31492811,10,Wet,12
S31492819,10,Wet,11
S31492829,11,Wet,11
S31492833,11,Wet,11
S31492838,12,Wet,8
S31492839,12,Wet,8
S31492843,6,Wet,9
S31492873,14,Wet,9
S31492874,14,Wet,9
S31492880,15,Wet,13
S31492882,15,Wet,11
S31492885,6,Wet,18
S31492894,7,Wet,19
S31492895,6,Wet,12
S31492912,17,Wet,9
S31492975,7,Wet,10
S31492978,7,Wet,10
S31492987,6,Wet,16
S31492990,6,Wet,13
S31492992,7,Wet,11
S31492993,6,Wet,17
S31493000,7,Wet,20
S31493001,7,Wet,15
S31493023,17,Wet,10
S31493058,8,Wet,16
S31493061,8,Wet,13
S31493072,8,Wet,13
S31493079,8,Wet,8
S31493086,8,Wet,12
S31493090,9,Wet,5
S31493093,9,Wet,20
S31493134,8,Wet,12
S31493136,8,Wet,11
S31493162,11,Wet,2
S31493204,11,Wet,4
S31493207,9,Wet,8
S31493209,9,Wet,10
S31493212,12,Wet,2
S31493213,12,Wet,5
S31493229,10,Wet,12
S31493232,10,Wet,8
S31493251,9,Wet,14
S31493253,9,Wet,16
S31493309,9,Wet,17
S31493511,7,Wet,13
S31493904,6,Wet,24
S31494425,9,Wet,16
S31494427,7,Wet,12
S31494430,7,Wet,14
S31494432,7,Wet,10
S31494740,6,Wet,21
S31502373,8,Wet,10
S31502376,8,Wet,6
S31502428,17,Wet,6
S31502430,17,Wet,7
S31502431,16,Wet,14
S31502432,15,Wet,16
S31502434,15,Wet,14
S31502435,15,Wet,18
S31502436,13,Wet,20
S31502439,11,Wet,18
S31502440,11,Wet,14
S31502441,11,Wet,13
S31502442,11,Wet,11
S31502443,13,Wet,6
S31502444,13,Wet,16
S31502780,8,Wet,10
S31503464,9,Wet,5
S31503487,9,Wet,3
S31503606,10,Wet,3
S31503610,10,Wet,3
S31503822,11,Wet,7
S31503834,11,Wet,7
S31503959,11,Wet,8
S31503960,11,Wet,2
S31503964,7,Wet,4
S31504281,8,Wet,4
S31504300,8,Wet,11
S31504311,8,Wet,11
S31504372,12,Wet,5
S31504379,12,Wet,4
S31504406,15,Wet,10
S31504412,15,Wet,8
S31504414,6,Wet,12
S31504415,6,Wet,13
S31504420,7,Wet,16
S31504424,7,Wet,12
S31504425,15,Wet,5
S31504426,8,Wet,11
S31504428,8,Wet,14
S31504431,8,Wet,11
S31504433,12,Wet,2
S31504435,9,Wet,12
S31504438,10,Wet,12
S31504439,16,Wet,4
S31504441,6,Wet,11
S31504451,16,Wet,5
S31504454,7,Wet,9
S31504461,16,Wet,4
S31504463,10,Wet,10
S31504469,16,Wet,3
S31504483,17,Wet,4
S31504501,13,Wet,3
S31504534,8,Wet,7
S31504562,17,Wet,14
S31504566,8,Wet,8
S31504571,8,Wet,11
S31504572,8,Wet,12
S31504580,8,Wet,6
S31504603,9,Wet,9
S31504651,9,Wet,8
S31504656,7,Wet,14
S31504697,7,Wet,23
S31504763,7,Wet,19
S31504796,17,Wet,4
S31504814,17,Wet,7
S31504840,8,Wet,21
S31504845,17,Wet,6
S31504859,17,Wet,7
S31504874,6,Wet,20
S31504904,16,Wet,7
S31504913,6,Wet,15
S31504945,16,Wet,7
S31504971,17,Wet,3
S31504995,17,Wet,3
S31505011,7,Wet,12
S31505073,7,Wet,12
S31505188,8,Wet,16
S31505256,8,Wet,14
S31505334,6,Wet,36
S31505335,9,Wet,7
S31505381,7,Wet,40
S31505445,9,Wet,11
S31505492,10,Wet,8
S31505538,10,Wet,15
S31505724,17,Wet,15
S31507201,7,Wet,10
S31507325,7,Wet,13
S31507350,7,Wet,12
S31507413,8,Wet,14
S31507428,9,Wet,14
S31507459,8,Wet,11
S31507471,9,Wet,9
S31507476,8,Wet,10
S31507593,8,Wet,10
S31507660,9,Wet,12
S31507683,9,Wet,11
S31507770,9,Wet,17
S31507785,10,Wet,11
S31508155,10,Wet,13
S31508264,10,Wet,17
S31508521,10,Wet,15
S31508688,13,Wet,12
S31508908,13,Wet,10
S31508936,13,Wet,8
S31508954,14,Wet,9
S31508969,8,Wet,11
S31509015,8,Wet,11
S31509026,7,Wet,13
S31509044,15,Wet,17
S31509082,15,Wet,13
S31509086,8,Wet,7
S31509106,7,Wet,16
S31509133,9,Wet,4
S31509150,16,Wet,8
S31509159,8,Wet,17
S31509161,6,Wet,11
S31509184,16,Wet,9
S31509212,16,Wet,5
S31509218,10,Wet,16
S31509250,10,Wet,15
S31509259,17,Wet,14
S31509350,17,Wet,12
S31509453,10,Wet,12
S31510017,7,Wet,18
S31510467,8,Wet,16
S31510877,9,Wet,16
S31510960,9,Wet,23
S31511528,16,Wet,10
S31511559,17,Wet,13
S31511681,9,Wet,10
S31511723,9,Wet,16
S31511773,9,Wet,12
S31511831,10,Wet,22
S31511972,11,Wet,17
S31512053,11,Wet,14
S31512143,11,Wet,16
S31512205,11,Wet,16
S31518951,11,Wet,6
S31518955,11,Wet,5
S31518957,12,Wet,8
S31518970,14,Wet,5
S31518979,15,Wet,7
S31518993,15,Wet,5
S31519024,15,Wet,9
S31519031,16,Wet,6
S31519036,16,Wet,5
S31519039,16,Wet,8
S31519045,17,Wet,6
S31519052,9,Wet,9
S31519058,9,Wet,9
S31519063,9,Wet,12
S31519067,10,Wet,11
S31519078,10,Wet,10
S31519087,10,Wet,16
S31519094,11,Wet,19
S31519106,11,Wet,13
S31519573,15,Wet,3
S31519714,6,Wet,10
S31519723,6,Wet,15
S31519780,11,Wet,7
S31519810,11,Wet,2
S31519840,10,Wet,8
S31519960,7,Wet,8
S31520024,7,Wet,6
S31520034,7,Wet,9
S31520068,7,Wet,15
S31520146,7,Wet,9
S31520159,7,Wet,8
S31520172,8,Wet,9
S31520188,8,Wet,10
S31520231,8,Wet,7
S31520244,9,Wet,9
S31520250,9,Wet,5
S31520703,9,Wet,10
S31520767,9,Wet,11
S31520770,8,Wet,10
S31520772,10,Wet,10
S31520778,11,Wet,10
S31520787,11,Wet,7
S31520828,12,Wet,14
S31520852,13,Wet,12
S31520861,14,Wet,11
S31520869,7,Wet,13
S31520906,8,Wet,12
S31520915,9,Wet,10
S31520919,9,Wet,18
S31521124,8,Wet,11
S31521351,9,Wet,9
S31521503,9,Wet,11
S31521844,9,Wet,17
S31522156,9,Wet,4
S31522157,16,Wet,13
S31522181,9,Wet,7
S31522198,10,Wet,7
S31522203,10,Wet,8
S31522217,8,Wet,12
S31522220,11,Wet,8
S31522260,11,Wet,8
S31522283,7,Wet,14
S31522395,7,Wet,13
S31522409,9,Wet,12
S31522419,10,Wet,10
S31522430,7,Wet,14
S31522465,7,Wet,11
S31522494,8,Wet,14
S31522496,9,Wet,11
S31522543,10,Wet,10
S31522564,8,Wet,12
S31522576,9,Wet,11
S31522587,16,Wet,19
S31522595,9,Wet,11
S31522611,10,Wet,11
S31522644,7,Wet,16
S31522885,8,Wet,11
S31523032,17,Wet,8
S31523112,16,Wet,11
S31523126,16,Wet,8
S31523167,10,Wet,6
S31523171,10,Wet,4
S31523172,10,Wet,5
S31523174,10,Wet,6
S31523197,7,Wet,9
S31523199,8,Wet,5
S31523201,8,Wet,9
S31523205,16,Wet,10
S31523218,9,Wet,8
S31523220,9,Wet,8
S31523222,9,Wet,3
S31523224,9,Wet,8
S31523242,16,Wet,11
S31523297,17,Wet,7
S31523309,16,Wet,12
S31523441,17,Wet,5
S31523459,17,Wet,14
S31523482,17,Wet,17
S31523516,8,Wet,7
S31523649,15,Wet,14
S31523674,16,Wet,14
S31523704,16,Wet,13
S31523714,17,Wet,14
S31523899,8,Wet,7
S31523942,16,Wet,21
S31524033,10,Wet,18
S31524072,11,Wet,12
S31524097,11,Wet,9
S31524119,11,Wet,7
S31528263,6,Wet,21
S31528362,6,Wet,28
S31528388,9,Wet,5
S31528480,9,Wet,6
S31528492,9,Wet,6
S31528493,7,Wet,18
S31528506,10,Wet,5
S31528562,8,Wet,15
S31537549,10,Wet,4
S31537556,10,Wet,5
S31537619,10,Wet,6
S31537633,11,Wet,5
S31537645,11,Wet,6
S31537685,11,Wet,7
S31537694,11,Wet,5
S31537708,11,Wet,6
S31537734,15,Wet,5
S31537801,15,Wet,5
S31537811,15,Wet,4
S31537823,15,Wet,6
S31537832,12,Wet,8
S31537907,12,Wet,12
S31537920,13,Wet,8
S31537931,13,Wet,7
S31538185,16,Wet,10
S31538192,16,Wet,6
S31538240,17,Wet,4
S31538247,17,Wet,5
S31538279,17,Wet,11
S31540111,16,Wet,11
S31540125,17,Wet,14
S31540131,17,Wet,11
S31540133,18,Wet,12
S31540589,13,Wet,13
S31540601,13,Wet,10
S31540606,13,Wet,16
S31540616,13,Wet,12
S31540790,14,Wet,11
S31540798,15,Wet,9
S31540808,15,Wet,13
S31541351,6,Wet,9
S31541355,6,Wet,9
S31541358,7,Wet,8
S31541360,7,Wet,9
S31541363,7,Wet,14
S31541366,8,Wet,15
S31541368,8,Wet,10
S31541369,8,Wet,18
S31541370,9,Wet,6
S31541371,9,Wet,10
S31541373,9,Wet,6
S31541374,9,Wet,16
S31541419,6,Wet,14
S31541456,6,Wet,12
S31541459,6,Wet,9
S31541462,7,Wet,17
S31541464,7,Wet,15
S31541469,7,Wet,12
S31541472,8,Wet,11
S31541474,8,Wet,8
S31541475,8,Wet,11
S31541481,9,Wet,12
S31541482,9,Wet,6
S31541487,9,Wet,11
S31545316,7,Wet,7
S31545521,7,Wet,17
S31545670,7,Wet,11
S31545917,8,Wet,20
S31546934,10,Wet,15
S31546970,12,Wet,5
S31547030,10,Wet,14
S31554518,12,Wet,6
S31554521,13,Wet,3
S31554524,13,Wet,7
S31554533,13,Wet,8
S31554850,12,Wet,8
S31555073,12,Wet,4
S31555116,12,Wet,9
S31555282,11,Wet,11
S31555383,11,Wet,11
S31555460,11,Wet,9
S31555547,12,Wet,12
S31555781,12,Wet,8
S31556080,13,Wet,9
S31556253,13,Wet,15
S31556391,13,Wet,16
S31556511,14,Wet,10
S31556886,15,Wet,17
S31556934,15,Wet,18
S31557019,15,Wet,17
S31557348,7,Wet,14
S31557372,8,Wet,6
S31557570,8,Wet,5
S31557604,8,Wet,11
S31557696,7,Wet,10
S31557949,17,Wet,6
S31557952,17,Wet,5
S31557959,17,Wet,7
S31557963,17,Wet,6
S31558420,7,Wet,12
S31558526,8,Wet,16
S31558618,7,Wet,11
S31560511,7,Wet,13
S31561561,7,Wet,14
S31562043,8,Wet,8
S31562208,8,Wet,13
S31562259,9,Wet,8
S31562263,9,Wet,7
S31562265,9,Wet,8
S31562359,10,Wet,13
S31562361,11,Wet,10
S31562412,17,Wet,17
S31562689,9,Wet,15
S31563845,11,Wet,14
S31563852,10,Wet,13
S31563855,11,Wet,10
S31563861,10,Wet,14
S31563898,7,Wet,18
S31563908,7,Wet,16
S31586907,9,Wet,5
S31586935,9,Wet,7
S31586970,9,Wet,7
S31586987,10,Wet,8
S31587637,9,Wet,6
S31587640,8,Wet,5
S31587641,8,Wet,12
S31587642,8,Wet,6
S31587643,7,Wet,10
S31587644,7,Wet,10
S31587646,6,Wet,12
S31587647,6,Wet,15
S31617341,8,Wet,13
S31617342,7,Wet,5
S31617343,7,Wet,12
S31617344,7,Wet,8
S31656202,7,Wet,17
S31671491,8,Wet,18
S31671492,8,Wet,19
S31671493,8,Wet,19
S31671495,8,Wet,14
S31671504,7,Wet,13
S31671505,7,Wet,10
S31671511,17,Wet,11
S31671512,17,Wet,7
S31671513,16,Wet,17
S31671514,16,Wet,18
S31674139,9,Wet,18
S31674141,10,Wet,13
S31674144,10,Wet,11
S31674145,11,Wet,16
S31674183,16,Wet,9
S31674184,16,Wet,7
S31674187,16,Wet,8
S31674229,7,Wet,19
S31674231,8,Wet,28
S31674243,8,Wet,9
S31674245,9,Wet,9
S31674254,9,Wet,8
S31674257,10,Wet,6
S31674268,7,Wet,15
S31674271,7,Wet,20
S31674280,8,Wet,15
S31674282,8,Wet,26
S31674292,9,Wet,15
S31674294,9,Wet,14
S31674298,10,Wet,15
S31674300,10,Wet,9
S31674307,17,Wet,7
S31674312,17,Wet,12
S31674319,17,Wet,9
S31674677,8,Wet,7
S31674679,8,Wet,7
S31674681,8,Wet,10
S31685673,15,Wet,14
S31685674,15,Wet,11
S31685675,15,Wet,14
S31685676,16,Wet,19
S31685694,6,Wet,7
S31685696,6,Wet,8
S31685970,13,Wet,11
S31685971,13,Wet,8
S31685972,13,Wet,10
S31685974,13,Wet,14
S31686008,12,Wet,22
S31686009,12,Wet,6
S31686010,12,Wet,13
S31686011,11,Wet,13
S31686044,11,Wet,9
S31686045,11,Wet,14
S31686046,10,Wet,16
S31686047,10,Wet,15
S31686094,10,Wet,10
S31686095,9,Wet,7
S31686096,9,Wet,15
S31686097,9,Wet,17
S31686135,8,Wet,18
S31686137,7,Wet,19
S31688117,8,Wet,14
S31688123,8,Wet,9
S31688127,8,Wet,8
S31688131,8,Wet,7
S31698744,9,Wet,10
S31698748,9,Wet,8
S31698750,9,Wet,8
S31698752,9,Wet,8
S31698793,16,Wet,6
S31698794,16,Wet,7
S31698796,16,Wet,7
S31698797,16,Wet,6
S31698839,7,Wet,13
S31698840,8,Wet,14
S31699106,8,Wet,10
S31699108,9,Wet,8
S31699131,9,Wet,12
S31699132,10,Wet,8
S31699144,7,Wet,12
S31699145,7,Wet,7
S31699174,8,Wet,8
S31699175,8,Wet,10
S31699187,9,Wet,8
S31699189,9,Wet,13
S31699204,10,Wet,8
S31699206,10,Wet,13
S31699694,16,Wet,9
S31699696,16,Wet,14
S31699697,16,Wet,17
S31699719,7,Wet,16
S31699721,7,Wet,13
S31699730,17,Wet,8
S31700324,9,Wet,7
S31700325,8,Wet,12
S31700326,9,Wet,7
S31700327,8,Wet,7
S31700328,8,Wet,9
S31700329,8,Wet,7
S31701039,8,Wet,9
S31701057,9,Wet,5
S31701121,7,Wet,6
S31701299,9,Wet,5
S31702907,9,Wet,9
S31713695,10,Wet,12
S31726038,7,Wet,8
S31730631,15,Wet,11
S31730633,15,Wet,12
S31730639,13,Wet,5
S31730888,13,Wet,4
S31730891,13,Wet,3
S31730893,12,Wet,7
S31731104,7,Wet,12
S31731105,7,Wet,12
S31731107,7,Wet,7
S31731112,7,Wet,12
S31731114,7,Wet,13
S31731145,9,Wet,15
S31731182,8,Wet,14
S31731186,8,Wet,26
S31731190,7,Wet,17
S31777739,9,Wet,5
S31777754,9,Wet,7
S31777905,8,Wet,9
S31777908,8,Wet,9
S31777986,7,Wet,8
S31777993,7,Wet,12
S31778364,9,Wet,5
S31778669,7,Wet,9
S31778671,7,Wet,8
S31778934,12,Wet,8
S31778935,11,Wet,6
S31778936,12,Wet,6
S31778938,12,Wet,5
S31779073,15,Wet,3
S31779076,15,Wet,4
S31779077,15,Wet,7
S31779081,15,Wet,9
S31779084,16,Wet,8
S31783562,17,Wet,10
S31783679,18,Wet,7
S31783772,7,Wet,7
S31783776,8,Wet,7
S31783784,8,Wet,7
S31783798,8,Wet,7
S31789457,7,Wet,11
S31789459,8,Wet,10
S31789461,8,Wet,8
S31789466,8,Wet,8
S31789494,11,Wet,9
S31789505,10,Wet,8
S31789508,10,Wet,6
S31789510,10,Wet,9
S31789511,10,Wet,8
S31789554,8,Wet,3
S31789557,8,Wet,12
S31789559,7,Wet,17
S31789641,17,Wet,5
S31789644,16,Wet,4
S31789645,16,Wet,2
S31789647,16,Wet,4
S31789924,11,Wet,2
S31789925,11,Wet,4
S31789926,10,Wet,3
S31789929,10,Wet,2
S31791049,9,Wet,5
S31791051,9,Wet,4
S31791055,9,Wet,5
S31791059,10,Wet,9
S31791070,7,Wet,12
S31791073,8,Wet,14
S31791077,8,Wet,11
S31791086,8,Wet,11
S31791895,9,Wet,6
S31791896,9,Wet,9
S31791897,9,Wet,9
S31791901,10,Wet,10
S31792216,9,Wet,3
S31792217,9,Wet,3
S31792218,8,Wet,3
S31792219,8,Wet,3
S31792290,17,Wet,5
S31805624,7,Wet,17
S31805626,7,Wet,18
S31805627,7,Wet,11
S31805629,8,Wet,16
S31806018,8,Wet,10
S31806019,10,Wet,9
S31806020,15,Wet,20
S31806035,10,Wet,9
S31806036,9,Wet,16
S31808578,9,Wet,16
S31808716,9,Wet,12
S31808758,9,Wet,11
S31808794,10,Wet,10
S31808885,14,Wet,7
S31808909,14,Wet,12
S31808937,14,Wet,8
S31808993,14,Wet,11
S31809070,15,Wet,13
S31809094,16,Wet,11
S31809117,16,Wet,12
S31809145,16,Wet,12
S31809227,17,Wet,4
S31809248,17,Wet,4
S31809271,17,Wet,2
S31809292,18,Wet,3
S31809700,7,Wet,5
S31809715,7,Wet,11
S31809719,8,Wet,11
S31809722,8,Wet,15
S31809730,9,Wet,7
S31809737,9,Wet,13
S31809742,9,Wet,5
S31809749,10,Wet,11
S31817917,10,Wet,6
S31818388,7,Wet,9
S31818407,7,Wet,11
S31818427,8,Wet,11
S31818506,17,Wet,5
S31818512,16,Wet,12
S31818513,16,Wet,14
S31818673,17,Wet,16
S31818700,15,Wet,12
S31818944,15,Wet,6
S31818961,16,Wet,17
S31818962,17,Wet,13
S31818963,17,Wet,9
S31818966,17,Wet,5
S31818983,15,Wet,8
S31818984,15,Wet,6
S31818985,15,Wet,14
S31821393,14,Wet,9
S31821414,14,Wet,12
S31821436,15,Wet,9
S31821465,15,Wet,15
S31821560,16,Wet,12
S31821600,16,Wet,13
S31821630,16,Wet,16
S31821685,17,Wet,13
S31899536,7,Wet,5
S31899541,7,Wet,16
S31899543,7,Wet,12
S31899549,8,Wet,8
S31899575,6,Wet,9
S31899581,6,Wet,8
S31899585,7,Wet,7
S31899594,7,Wet,8
S31901487,11,Wet,5
S31901796,12,Wet,8
S31914210,10,Wet,7
S31942779,9,Wet,2
S31942857,9,Wet,11
S31942969,8,Wet,11
S31960034,10,Wet,9
S31960037,9,Wet,13
S31960039,9,Wet,13
S31960094,8,Wet,8
S31960095,8,Wet,10
S31960101,8,Wet,14
S31960102,8,Wet,15
S31960150,7,Wet,18
S31960156,6,Wet,20
S31960158,6,Wet,16
S31960266,16,Wet,5
S31960268,16,Wet,12
S31960271,15,Wet,5
S31960273,15,Wet,12
S31960327,11,Wet,8
S31960328,12,Wet,7
S31960329,12,Wet,7
S32015990,6,Wet,7
S32016004,6,Wet,8
S32016014,7,Wet,11
S32016032,7,Wet,12
S32028452,13,Wet,7
S32028516,14,Wet,7
S32028719,15,Wet,11
S32028723,15,Wet,6
S32028737,16,Wet,3
S32028741,11,Wet,7
S32028768,11,Wet,6
S32028799,16,Wet,14
S32028808,17,Wet,8
S32028836,10,Wet,8
S32028855,7,Wet,15
S32029968,6,Wet,9
S32029972,6,Wet,22
S32029977,7,Wet,13
S32029981,9,Wet,16
S32029985,9,Wet,8
S32029993,9,Wet,9
S32029996,8,Wet,12
S32030000,7,Wet,14
S32030002,7,Wet,8
S32030005,6,Wet,9
S32030028,7,Wet,19
S32030042,7,Wet,11
S32031070,9,Wet,5
S32031080,9,Wet,4
S32031087,9,Wet,4
S32031093,9,Wet,6
S32035318,17,Wet,12
S32035323,17,Wet,17
S32035332,16,Wet,21
S32035344,16,Wet,14
S32035348,15,Wet,7
S32035352,15,Wet,7
S32035359,14,Wet,9
S32035366,14,Wet,6
S32035369,11,Wet,11
S32035374,10,Wet,9
S32035380,10,Wet,13
S32035394,9,Wet,15
S32035401,8,Wet,11
S32035406,8,Wet,11
S32035413,7,Wet,11
S32035422,7,Wet,12
S32057122,15,Wet,14
S32068495,12,Wet,22
S32068506,13,Wet,12
S32068515,13,Wet,14
S32068536,14,Wet,8
S32082703,15,Wet,13
S32082731,14,Wet,15
S32082744,14,Wet,13
S32082753,15,Wet,10
S32126440,16,Wet,4
S32126520,17,Wet,3
S32148996,8,Wet,12
S32148999,8,Wet,14
S32149000,7,Wet,17
S32149001,7,Wet,12
S32149002,8,Wet,18
S32149003,7,Wet,18
S32149004,7,Wet,22
S32149005,7,Wet,17
S32149006,9,Wet,9
S32149008,8,Wet,8
S32149009,8,Wet,12
S32149011,8,Wet,9
S32168581,10,Wet,7
S32168585,9,Wet,9
S32168586,9,Wet,6
S32168590,7,Wet,9
S32168591,7,Wet,11
S32168594,9,Wet,12
S32168595,9,Wet,10
S32168598,8,Wet,10
S32168603,8,Wet,9
S32168615,16,Wet,11
S32168617,16,Wet,7
S32168618,16,Wet,13
S32168620,16,Wet,9
S32168622,15,Wet,9
S32168627,15,Wet,8
S32168629,14,Wet,10
S32168630,14,Wet,13
S32168633,17,Wet,10
S32168635,15,Wet,7
S32168636,15,Wet,7
S32168637,14,Wet,11
S32168639,14,Wet,11
S32168645,8,Wet,13
S32168646,8,Wet,11
S32168647,8,Wet,9
S32168650,8,Wet,12
S32168652,6,Wet,10
S32168655,17,Wet,7
S32168658,17,Wet,6
S32168659,16,Wet,7
S32168660,16,Wet,7
S32168661,16,Wet,7
S32168664,16,Wet,11
S32168667,15,Wet,9
S32168671,15,Wet,10
S32168673,14,Wet,8
S32168674,14,Wet,8
S32168676,14,Wet,10
S32168679,13,Wet,6
S32168681,13,Wet,7
S32168683,13,Wet,8
S32168685,12,Wet,7
S32168691,12,Wet,9
S32168693,12,Wet,8
S32168695,11,Wet,10
S32169428,10,Wet,9
S32169432,10,Wet,15
S32169433,10,Wet,11
S32169436,10,Wet,13
S32169438,17,Wet,18
S32169441,17,Wet,14
S32169443,16,Wet,13
S32169445,15,Wet,17
S32182780,8,Wet,7
S32182781,8,Wet,11
S32182782,9,Wet,7
S32182789,9,Wet,11
S32182790,8,Wet,8
S32182791,8,Wet,7
S32182792,10,Wet,7
S32182793,15,Wet,11
S32182814,8,Wet,5
S32182816,15,Wet,16
S32182817,17,Wet,8
S32182818,17,Wet,8
S32182819,17,Wet,10
S32182820,16,Wet,9
S32182821,16,Wet,8
S32182822,15,Wet,7
S32182824,8,Wet,11
S32182862,9,Wet,7
S32182880,7,Wet,8
S32182881,7,Wet,13
S32182883,7,Wet,11
S32182884,6,Wet,12
S32183567,8,Wet,7
S32183570,8,Wet,11
S32183592,7,Wet,9
S32184029,9,Wet,10
S32184097,7,Wet,8
S32333614,8,Wet,13
S32333658,15,Wet,15
S32333659,15,Wet,12
S32333660,15,Wet,9
S32333661,15,Wet,11
S32333663,15,Wet,7
S32333664,15,Wet,10
S32333666,14,Wet,10
S32333667,14,Wet,7
S32333668,13,Wet,14
S32333669,13,Wet,12
S32333670,17,Wet,10
S32333671,16,Wet,10
S32333672,16,Wet,11
S32333673,16,Wet,11
S32333675,17,Wet,8
S32333676,17,Wet,9
S32333677,17,Wet,10
S32333679,17,Wet,12
S32333680,15,Wet,5
S32333681,15,Wet,9
S32333683,14,Wet,7
S32333684,14,Wet,7
S32333687,11,Wet,10
S32333688,11,Wet,7
S32333689,11,Wet,11
S32333690,10,Wet,12
S32333692,10,Wet,8
S32333693,10,Wet,7
S32333695,10,Wet,8
S32333696,9,Wet,11
S32333698,9,Wet,13
S32333699,9,Wet,7
S32333700,8,Wet,14
S32333701,8,Wet,8
S32333703,7,Wet,7
S32333704,7,Wet,9
S32333705,7,Wet,6
S32333706,7,Wet,10
S32333712,15,Wet,11
S32333713,15,Wet,9
S32333715,15,Wet,9
S32333716,15,Wet,11
S32333718,13,Wet,10
S32333719,12,Wet,9
S32333720,12,Wet,8
S32333722,12,Wet,9
S32333723,11,Wet,10
S32333724,11,Wet,10
S32333726,11,Wet,10
S32333727,10,Wet,11
S33677482,9,Dry,20
S33678149,10,Dry,16
S33678171,9,Dry,11
S33678203,7,Dry,16
S33686495,6,Dry,20
S33686600,6,Dry,17
S33686610,17,Dry,16
S33686634,17,Dry,17
S33686649,18,Dry,11
S33686683,18,Dry,8
S33689649,7,Dry,13
S33689817,8,Dry,15
S33689950,8,Dry,12
S33690036,8,Dry,8
S33690165,9,Dry,8
S33690264,9,Dry,9
S33690352,9,Dry,9
S33690477,9,Dry,10
S33706652,9,Dry,20
S33710368,7,Dry,27
S33765874,16,Dry,11
S33765935,16,Dry,7
S33765939,16,Dry,10
S33765964,16,Dry,12
S33766091,17,Dry,5
S33766110,17,Dry,8
S33766152,16,Dry,7
S33766171,16,Dry,7
S33776679,7,Dry,15
S33776680,7,Dry,17
S33777246,11,Dry,7
S33777298,11,Dry,11
S33777657,16,Dry,14
S33777670,11,Dry,8
S33777787,16,Dry,10
S33777807,16,Dry,11
S33777817,17,Dry,13
S33777841,9,Dry,10
S33777862,7,Dry,18
S33777863,9,Dry,15
S33777867,12,Dry,9
S33777872,9,Dry,14
S33777881,8,Dry,12
S33777904,7,Dry,17
S33777919,8,Dry,19
S33777961,8,Dry,28
S33777966,8,Dry,32
S33777978,8,Dry,21
S33777987,8,Dry,16
S33777998,8,Dry,7
S33778013,9,Dry,26
S33778020,8,Dry,7
S33779083,9,Dry,20
S33779366,10,Dry,13
S33779405,10,Dry,14
S33779408,15,Dry,5
S33779409,15,Dry,4
S33779410,15,Dry,5
S33779414,10,Dry,16
S33779421,11,Dry,12
S33779500,13,Dry,11
S33794120,7,Dry,14
S33794317,7,Dry,15
S33794546,7,Dry,16
S33794729,8,Dry,16
S33795261,8,Dry,15
S33795513,8,Dry,11
S33795684,9,Dry,6
S33796500,14,Dry,10
S33796520,14,Dry,11
S33796523,14,Dry,9
S33796534,16,Dry,14
S33796561,16,Dry,15
S33796567,16,Dry,13
S33796571,17,Dry,7
S33796577,17,Dry,17
S33796598,17,Dry,12
S33796601,17,Dry,8
S33796604,18,Dry,17
S33796613,7,Dry,23
S33796626,8,Dry,20
S33796637,8,Dry,17
S33796644,8,Dry,16
S33796650,9,Dry,12
S33796675,9,Dry,9
S33796682,9,Dry,9
S33796688,9,Dry,12
S33797468,7,Dry,16
S33797564,8,Dry,14
S33797671,8,Dry,17
