OLD.STATE,OLD.COUNTY,OLD.STATE.CODE,OLD.COUNTY.CODE,NEW.STATE,NEW.COUNTY,NEW.STATE.CODE,NEW.COUNTY.CODE
Bihar,Saran (chhapra),IN-BR,IN-BR-SR,Bihar,Saran,IN-BR,IN-BR-SR
NA,NA,NA,NA,Bihar,Siwan,IN-BR,NA
Bihar,Muzaffarpur,IN-BR,IN-BR-MZ,Bihar,Muzaffarpur,IN-BR,IN-BR-MZ
Bihar,Madhepura,IN-BR,IN-BR-MP,Bihar,Madhepura,IN-BR,IN-BR-MP
Bihar,Araria,IN-BR,IN-BR-AR,Bihar,Araria,IN-BR,IN-BR-AR
Bihar,Supaul,IN-BR,IN-BR-SU,Bihar,Supaul,IN-BR,IN-BR-SU
Bihar,Madhubani,IN-BR,IN-BR-MB,Bihar,Madhubani,IN-BR,IN-BR-MB
Bihar,Purnia,IN-BR,IN-BR-PU,Bihar,Purnia,IN-BR,IN-BR-PU
Bihar,Kishanganj,IN-BR,IN-BR-KI,Bihar,Kishanganj,IN-BR,IN-BR-KI
Bihar,Aurangabad,IN-BR,IN-BR-AU,Bihar,Aurangabad,IN-BR,IN-BR-AU
Sikkim,North Sikkim,IN-SK,IN-SK-NS,Sikkim,North District,IN-SK,IN-SK-NS
Sikkim,West Sikkim,IN-SK,IN-SK-WS,Sikkim,West District,IN-SK,IN-SK-WS
Sikkim,South Sikkim,IN-SK,IN-SK-SS,Sikkim,South District,IN-SK,IN-SK-SS
Sikkim,East Sikkim,IN-SK,IN-SK-ES,Sikkim,East District,IN-SK,IN-SK-ES
Arunachal Pradesh,Upper Subansiri,IN-AR,IN-AR-UB,Arunachal Pradesh,Upper Subansiri,IN-AR,IN-AR-UB
Arunachal Pradesh,Anjaw,IN-AR,IN-AR-AN,Arunachal Pradesh,Anjaw,IN-AR,IN-AR-AN
Arunachal Pradesh,Changlang,IN-AR,IN-AR-CH,Arunachal Pradesh,Changlang,IN-AR,IN-AR-CH
Arunachal Pradesh,Tawang,IN-AR,IN-AR-TA,Arunachal Pradesh,Tawang,IN-AR,IN-AR-TA
Arunachal Pradesh,Papum Pare,IN-AR,IN-AR-PA,Arunachal Pradesh,Papum Pare,IN-AR,IN-AR-PA
Arunachal Pradesh,Tirap,IN-AR,IN-AR-TI,Arunachal Pradesh,Tirap,IN-AR,IN-AR-TI
Arunachal Pradesh,East Siang,IN-AR,IN-AR-ES,Arunachal Pradesh,East Siang,IN-AR,IN-AR-ES
Arunachal Pradesh,Lohit,IN-AR,IN-AR-LO,Arunachal Pradesh,Lohit,IN-AR,IN-AR-LO
Arunachal Pradesh,Kurung Kumey,IN-AR,IN-AR-KK,Arunachal Pradesh,Kurung Kumey,IN-AR,IN-AR-KK
Arunachal Pradesh,Lower Subansiri,IN-AR,IN-AR-LB,Arunachal Pradesh,Lower Subansiri,IN-AR,IN-AR-LB
Arunachal Pradesh,East Kameng,IN-AR,IN-AR-EK,Arunachal Pradesh,East Kameng,IN-AR,IN-AR-EK
Arunachal Pradesh,West Kameng,IN-AR,IN-AR-WK,Arunachal Pradesh,West Kameng,IN-AR,IN-AR-WK
NA,NA,NA,NA,Arunachal Pradesh,Kra Daadi,IN-AR,NA
NA,NA,NA,NA,Arunachal Pradesh,Namsai,IN-AR,NA
NA,NA,NA,NA,Arunachal Pradesh,Longding,IN-AR,NA
Arunachal Pradesh,Upper Siang,IN-AR,IN-AR-US,Arunachal Pradesh,Upper Siang,IN-AR,IN-AR-US
NA,NA,NA,NA,Arunachal Pradesh,Lower Siang,IN-AR,NA
Arunachal Pradesh,Dibang Valley,IN-AR,IN-AR-UD,Arunachal Pradesh,Upper Dibang Valley,IN-AR,IN-AR-UD
Arunachal Pradesh,Lower Dibang Valley,IN-AR,IN-AR-LD,Arunachal Pradesh,Lower Dibang Valley,IN-AR,IN-AR-LD
NA,NA,NA,NA,Arunachal Pradesh,Siang,IN-AR,NA
NA,NA,NA,NA,Arunachal Pradesh,Shi Yomi,IN-AR,NA
NA,NA,NA,NA,Arunachal Pradesh,Pakke Kessang,IN-AR,NA
Arunachal Pradesh,West Siang,IN-AR,IN-AR-WS,Arunachal Pradesh,West Siang,IN-AR,IN-AR-WS
NA,NA,NA,NA,Arunachal Pradesh,Lepa Rada,IN-AR,NA
NA,NA,NA,NA,Arunachal Pradesh,Kamle,IN-AR,NA
Nagaland,Mon,IN-NL,IN-NL-MN,Nagaland,Mon,IN-NL,IN-NL-MN
Nagaland,Longleng,IN-NL,IN-NL-LO,Nagaland,Longleng,IN-NL,IN-NL-LO
Nagaland,Mokokchung,IN-NL,IN-NL-MK,Nagaland,Mokokchung,IN-NL,IN-NL-MK
Nagaland,Tuensang,IN-NL,IN-NL-TU,Nagaland,Tuensang,IN-NL,IN-NL-TU
Nagaland,Kiphire,IN-NL,IN-NL-KI,Nagaland,Kiphire,IN-NL,IN-NL-KI
Nagaland,Peren,IN-NL,IN-NL-PE,Nagaland,Peren,IN-NL,IN-NL-PE
Nagaland,Wokha,IN-NL,IN-NL-WO,Nagaland,Wokha,IN-NL,IN-NL-WO
Nagaland,Zunheboto,IN-NL,IN-NL-ZU,Nagaland,Zunheboto,IN-NL,IN-NL-ZU
Nagaland,Phek,IN-NL,IN-NL-PH,Nagaland,Phek,IN-NL,IN-NL-PH
Nagaland,Kohima,IN-NL,IN-NL-KO,Nagaland,Kohima,IN-NL,IN-NL-KO
Nagaland,Dimapur,IN-NL,IN-NL-DI,Nagaland,Dimapur,IN-NL,IN-NL-DI
NA,NA,NA,NA,Manipur,Kamjong,IN-MN,NA
Manipur,Senapati,IN-MN,IN-MN-SE,Manipur,Senapati,IN-MN,IN-MN-SE
Manipur,Tamenglong,IN-MN,IN-MN-TA,Manipur,Tamenglong,IN-MN,IN-MN-TA
Manipur,Imphal West,IN-MN,IN-MN-WI,Manipur,Imphal West,IN-MN,IN-MN-WI
NA,NA,NA,NA,Manipur,Kakching,IN-MN,NA
Manipur,Bishnupur,IN-MN,IN-MN-BI,Manipur,Bishnupur,IN-MN,IN-MN-BI
Manipur,Chandel,IN-MN,IN-MN-CD,Manipur,Chandel,IN-MN,IN-MN-CD
Manipur,Churachandpur,IN-MN,IN-MN-CC,Manipur,Churachandpur,IN-MN,IN-MN-CC
Manipur,Imphal East,IN-MN,IN-MN-EI,Manipur,Imphal East,IN-MN,IN-MN-EI
NA,NA,NA,NA,Manipur,Jiribam,IN-MN,NA
NA,NA,NA,NA,Manipur,Kangpokpi,IN-MN,NA
Manipur,Thoubal,IN-MN,IN-MN-TH,Manipur,Thoubal,IN-MN,IN-MN-TH
NA,NA,NA,NA,Manipur,Tengnoupal,IN-MN,NA
Manipur,Ukhrul,IN-MN,IN-MN-UK,Manipur,Ukhrul,IN-MN,IN-MN-UK
NA,NA,NA,NA,Manipur,Noney,IN-MN,NA
NA,NA,NA,NA,Manipur,Pherzawl,IN-MN,NA
Mizoram,Kolasib,IN-MZ,IN-MZ-KO,Mizoram,Kolasib,IN-MZ,IN-MZ-KO
Mizoram,Mamit,IN-MZ,IN-MZ-MA,Mizoram,Mamit,IN-MZ,IN-MZ-MA
Mizoram,Serchhip,IN-MZ,IN-MZ-SE,Mizoram,Serchhip,IN-MZ,IN-MZ-SE
Mizoram,Lunglei,IN-MZ,IN-MZ-LU,Mizoram,Lunglei,IN-MZ,IN-MZ-LU
Mizoram,Saiha,IN-MZ,IN-MZ-SA,Mizoram,Saiha,IN-MZ,IN-MZ-SA
Mizoram,Lawangtlai,IN-MZ,IN-MZ-LA,Mizoram,Lawngtlai,IN-MZ,IN-MZ-LA
NA,NA,NA,NA,Mizoram,Hnahthial,IN-MZ,NA
NA,NA,NA,NA,Mizoram,Saitual,IN-MZ,NA
Mizoram,Aizawl,IN-MZ,IN-MZ-AI,Mizoram,Aizawl,IN-MZ,IN-MZ-AI
Mizoram,Champhai,IN-MZ,IN-MZ-CH,Mizoram,Champhai,IN-MZ,IN-MZ-CH
NA,NA,NA,NA,Mizoram,Khawzawl,IN-MZ,NA
Tripura,North Tripura,IN-TR,IN-TR-NT,Tripura,North Tripura,IN-TR,IN-TR-NT
Tripura,Dhalai,IN-TR,IN-TR-DH,Tripura,Dhalai,IN-TR,IN-TR-DH
NA,NA,NA,NA,Tripura,Sipahijala,IN-TR,NA
NA,NA,NA,NA,Tripura,Gomati,IN-TR,NA
NA,NA,NA,NA,Tripura,Khowai,IN-TR,NA
Tripura,West Tripura,IN-TR,IN-TR-WT,Tripura,West Tripura,IN-TR,IN-TR-WT
Tripura,South Tripura,IN-TR,IN-TR-ST,Tripura,South Tripura,IN-TR,IN-TR-ST
NA,NA,NA,NA,Tripura,Unokoti,IN-TR,NA
Meghalaya,Ri Bhoi,IN-ML,IN-ML-RB,Meghalaya,Ribhoi,IN-ML,IN-ML-RB
Meghalaya,West Khasi Hills,IN-ML,IN-ML-WK,Meghalaya,West Khasi Hills,IN-ML,IN-ML-WK
Meghalaya,Jaintia Hilla,IN-ML,IN-ML-JH,Meghalaya,East Jaintia Hills,IN-ML,IN-ML-JH
Meghalaya,East Khasi Hills,IN-ML,IN-ML-EK,Meghalaya,East Khasi Hills,IN-ML,IN-ML-EK
Meghalaya,South Garo Hills,IN-ML,IN-ML-SG,Meghalaya,South Garo Hills,IN-ML,IN-ML-SG
Meghalaya,West Garo Hills,IN-ML,IN-ML-WG,Meghalaya,West Garo Hills,IN-ML,IN-ML-WG
Meghalaya,East Garo Hills,IN-ML,IN-ML-EG,Meghalaya,East Garo Hills,IN-ML,IN-ML-EG
NA,NA,NA,NA,Meghalaya,West Jaintia Hills,IN-ML,NA
NA,NA,NA,NA,Meghalaya,South West Khasi Hills,IN-ML,NA
NA,NA,NA,NA,Meghalaya,North Garo Hills,IN-ML,NA
NA,NA,NA,NA,Meghalaya,South West Garo Hills,IN-ML,NA
Assam,Tinsukia,IN-AS,IN-AS-TI,Assam,Tinsukia,IN-AS,IN-AS-TI
Assam,Dhemaji,IN-AS,IN-AS-DM,Assam,Dhemaji,IN-AS,IN-AS-DM
Assam,Dibrugarh,IN-AS,IN-AS-DI,Assam,Dibrugarh,IN-AS,IN-AS-DI
Assam,Lakhimpur,IN-AS,IN-AS-LA,Assam,Lakhimpur,IN-AS,IN-AS-LA
Assam,Sivasagar,IN-AS,IN-AS-SI,Assam,Sivasagar,IN-AS,IN-AS-SI
Assam,Jorhat,IN-AS,IN-AS-JO,Assam,Jorhat,IN-AS,IN-AS-JO
Assam,Sonitpur,IN-AS,IN-AS-SO,Assam,Sonitpur,IN-AS,IN-AS-SO
Assam,Golaghat,IN-AS,IN-AS-GG,Assam,Golaghat,IN-AS,IN-AS-GG
Assam,Udalguri,IN-AS,IN-AS-UD,Assam,Udalguri,IN-AS,IN-AS-UD
Assam,Chirang,IN-AS,IN-AS-CR,Assam,Chirang,IN-AS,IN-AS-CR
Assam,Baksa,IN-AS,IN-AS-BK,Assam,Baksa,IN-AS,IN-AS-BK
Assam,Nagaon,IN-AS,IN-AS-NG,Assam,Nagaon,IN-AS,IN-AS-NG
Assam,Kokrajhar,IN-AS,IN-AS-KK,Assam,Kokrajhar,IN-AS,IN-AS-KK
Assam,Darrang,IN-AS,IN-AS-DA,Assam,Darrang,IN-AS,IN-AS-DA
Assam,Barpeta,IN-AS,IN-AS-BA,Assam,Barpeta,IN-AS,IN-AS-BA
Assam,Nalbari,IN-AS,IN-AS-NL,Assam,Nalbari,IN-AS,IN-AS-NL
Assam,Marigaon,IN-AS,IN-AS-MA,Assam,Morigaon,IN-AS,IN-AS-MA
Assam,Kamrup,IN-AS,IN-AS-KP,Assam,Kamrup,IN-AS,IN-AS-KP
Assam,Bongaigaon,IN-AS,IN-AS-BO,Assam,Bongaigaon,IN-AS,IN-AS-BO
Assam,Dhubri,IN-AS,IN-AS-DB,Assam,Dhubri,IN-AS,IN-AS-DB
Assam,Kamrup Metropolitan,IN-AS,IN-AS-KM,Assam,Kamrup Metropolitan,IN-AS,IN-AS-KM
Assam,Goalpara,IN-AS,IN-AS-GP,Assam,Goalpara,IN-AS,IN-AS-GP
Assam,Dima Hasao,IN-AS,IN-AS-NC,Assam,Dima Hasao,IN-AS,IN-AS-NC
Assam,Cachar,IN-AS,IN-AS-CA,Assam,Cachar,IN-AS,IN-AS-CA
Assam,Karimganj,IN-AS,IN-AS-KR,Assam,Karimganj,IN-AS,IN-AS-KR
Assam,Hailakandi,IN-AS,IN-AS-HA,Assam,Hailakandi,IN-AS,IN-AS-HA
NA,NA,NA,NA,Assam,Charaideo,IN-AS,NA
NA,NA,NA,NA,Assam,Majuli,IN-AS,NA
NA,NA,NA,NA,Assam,Biswanath,IN-AS,NA
NA,NA,NA,NA,Assam,Hojai,IN-AS,NA
NA,NA,NA,NA,Assam,South Salmara Mancachar,IN-AS,NA
Assam,Karbi Anglong,IN-AS,IN-AS-KA,Assam,Karbi Anglong,IN-AS,IN-AS-KA
NA,NA,NA,NA,Assam,West Karbi Anglong,IN-AS,NA
West Bengal,South 24 Parganas,IN-WB,IN-WB-PS,West Bengal,South Twenty Four Parganas,IN-WB,IN-WB-PS
West Bengal,Darjiling,IN-WB,IN-WB-DA,West Bengal,Darjiling,IN-WB,IN-WB-DA
West Bengal,Jalpaiguri,IN-WB,IN-WB-JA,West Bengal,Jalpaiguri,IN-WB,IN-WB-JA
West Bengal,Dakshin Dinajpur,IN-WB,IN-WB-DD,West Bengal,Dakshin Dinajpur,IN-WB,IN-WB-DD
West Bengal,Maldah,IN-WB,IN-WB-MA,West Bengal,Maldah,IN-WB,IN-WB-MA
West Bengal,Murshidabad,IN-WB,IN-WB-MU,West Bengal,Murshidabad,IN-WB,IN-WB-MU
West Bengal,Birbhum,IN-WB,IN-WB-BI,West Bengal,Birbhum,IN-WB,IN-WB-BI
West Bengal,Nadia,IN-WB,IN-WB-NA,West Bengal,Nadia,IN-WB,IN-WB-NA
West Bengal,Barddhaman,IN-WB,IN-WB-BR,West Bengal,Purba Bardhaman,IN-WB,IN-WB-BR
West Bengal,Puruliya,IN-WB,IN-WB-PU,West Bengal,Puruliya,IN-WB,IN-WB-PU
West Bengal,Bankura,IN-WB,IN-WB-BN,West Bengal,Bankura,IN-WB,IN-WB-BN
West Bengal,North 24 Parganas,IN-WB,IN-WB-PN,West Bengal,North Twenty Four Parganas,IN-WB,IN-WB-PN
West Bengal,Hooghly,IN-WB,IN-WB-HG,West Bengal,Hooghly,IN-WB,IN-WB-HG
West Bengal,Pashchim Medinipur,IN-WB,IN-WB-MW,West Bengal,Medinipur West,IN-WB,IN-WB-MW
West Bengal,Haora,IN-WB,IN-WB-HR,West Bengal,Howrah,IN-WB,IN-WB-HR
West Bengal,Kolkata,IN-WB,IN-WB-KO,West Bengal,Kolkata,IN-WB,IN-WB-KO
West Bengal,Purba Medinipur,IN-WB,IN-WB-ME,West Bengal,Purba Medinipur,IN-WB,IN-WB-ME
NA,NA,NA,NA,West Bengal,Alipurduar,IN-WB,NA
NA,NA,NA,NA,West Bengal,Paschim Bardhaman,IN-WB,NA
NA,NA,NA,NA,West Bengal,Kalimpong,IN-WB,NA
NA,NA,NA,NA,West Bengal,Jhargram,IN-WB,NA
West Bengal,Koch Bihar,IN-WB,IN-WB-KB,West Bengal,Cooch Behar,IN-WB,IN-WB-KB
West Bengal,Uttar Dinajpur,IN-WB,IN-WB-UD,West Bengal,Uttar Dinajpur,IN-WB,IN-WB-UD
Jharkhand,Sahibganj,IN-JH,IN-JH-SA,Jharkhand,Sahibganj,IN-JH,IN-JH-SA
Jharkhand,Godda,IN-JH,IN-JH-GO,Jharkhand,Godda,IN-JH,IN-JH-GO
Jharkhand,Pakur,IN-JH,IN-JH-PK,Jharkhand,Pakur,IN-JH,IN-JH-PK
Jharkhand,Giridih,IN-JH,IN-JH-GI,Jharkhand,Giridih,IN-JH,IN-JH-GI
Jharkhand,Dumka,IN-JH,IN-JH-DU,Jharkhand,Dumka,IN-JH,IN-JH-DU
Jharkhand,Deoghar,IN-JH,IN-JH-DE,Jharkhand,Deoghar,IN-JH,IN-JH-DE
Jharkhand,Palamu,IN-JH,IN-JH-PL,Jharkhand,Palamu,IN-JH,IN-JH-PL
Jharkhand,Chatra,IN-JH,IN-JH-CH,Jharkhand,Chatra,IN-JH,IN-JH-CH
Jharkhand,Garhwa,IN-JH,IN-JH-GA,Jharkhand,Garhwa,IN-JH,IN-JH-GA
Jharkhand,Jamtara,IN-JH,IN-JH-JA,Jharkhand,Jamtara,IN-JH,IN-JH-JA
Jharkhand,Dhanbad,IN-JH,IN-JH-DH,Jharkhand,Dhanbad,IN-JH,IN-JH-DH
Jharkhand,Latehar,IN-JH,IN-JH-LA,Jharkhand,Latehar,IN-JH,IN-JH-LA
Jharkhand,Bokaro,IN-JH,IN-JH-BO,Jharkhand,Bokaro,IN-JH,IN-JH-BO
Jharkhand,Ramgarh,IN-JH,IN-JH-RM,Jharkhand,Ramgarh,IN-JH,IN-JH-RM
Jharkhand,Ranchi,IN-JH,IN-JH-RA,Jharkhand,Ranchi,IN-JH,IN-JH-RA
Jharkhand,Lohardaga,IN-JH,IN-JH-LO,Jharkhand,Lohardaga,IN-JH,IN-JH-LO
Jharkhand,Gumla,IN-JH,IN-JH-GU,Jharkhand,Gumla,IN-JH,IN-JH-GU
Jharkhand,Khunti,IN-JH,IN-JH-KH,Jharkhand,Khunti,IN-JH,IN-JH-KH
Jharkhand,Saraikela-kharsawan,IN-JH,IN-JH-SR,Jharkhand,Saraikela-kharsawan,IN-JH,IN-JH-SR
Jharkhand,Purbi Singhbhum,IN-JH,IN-JH-ES,Jharkhand,Purbi Singhbhum,IN-JH,IN-JH-ES
Jharkhand,Pashchimi Singhbhum,IN-JH,IN-JH-WS,Jharkhand,Pashchimi Singhbhum,IN-JH,IN-JH-WS
Jharkhand,Simdega,IN-JH,IN-JH-SI,Jharkhand,Simdega,IN-JH,IN-JH-SI
NA,NA,NA,NA,Jharkhand,Kodarma,IN-JH,NA
Jharkhand,Hazaribagh,IN-JH,IN-JH-HA,Jharkhand,Hazaribagh,IN-JH,IN-JH-HA
Odisha,Bhadrak,IN-OR,IN-OR-BH,Odisha,Bhadrak,IN-OR,IN-OR-BH
Odisha,Dhenkanal,IN-OR,IN-OR-DH,Odisha,Dhenkanal,IN-OR,IN-OR-DH
Odisha,Jajapur,IN-OR,IN-OR-JP,Odisha,Jajapur,IN-OR,IN-OR-JP
Odisha,Subarnapur,IN-OR,IN-OR-SO,Odisha,Subarnapur,IN-OR,IN-OR-SO
Odisha,Nuapada,IN-OR,IN-OR-NU,Odisha,Nuapada,IN-OR,IN-OR-NU
Odisha,Balangir,IN-OR,IN-OR-BL,Odisha,Balangir,IN-OR,IN-OR-BL
Odisha,Bauda,IN-OR,IN-OR-BD,Odisha,Baudh,IN-OR,IN-OR-BD
Odisha,Cuttack,IN-OR,IN-OR-CU,Odisha,Cuttack,IN-OR,IN-OR-CU
Odisha,Kandhamal,IN-OR,IN-OR-KN,Odisha,Kandhamal,IN-OR,IN-OR-KN
Odisha,Nayagarh,IN-OR,IN-OR-NY,Odisha,Nayagarh,IN-OR,IN-OR-NY
Odisha,Khordha,IN-OR,IN-OR-KH,Odisha,Khordha,IN-OR,IN-OR-KH
Odisha,Kalahandi,IN-OR,IN-OR-KL,Odisha,Kalahandi,IN-OR,IN-OR-KL
Odisha,Jagatsinghapur,IN-OR,IN-OR-JS,Odisha,Jagatsinghapur,IN-OR,IN-OR-JS
Odisha,Puri,IN-OR,IN-OR-PU,Odisha,Puri,IN-OR,IN-OR-PU
Odisha,Nabarangapur,IN-OR,IN-OR-NB,Odisha,Nabarangapur,IN-OR,IN-OR-NB
Odisha,Rayagada,IN-OR,IN-OR-RA,Odisha,Rayagada,IN-OR,IN-OR-RA
Odisha,Koraput,IN-OR,IN-OR-KO,Odisha,Koraput,IN-OR,IN-OR-KO
Odisha,Malkangiri,IN-OR,IN-OR-ML,Odisha,Malkangiri,IN-OR,IN-OR-ML
Odisha,Anugul,IN-OR,IN-OR-AN,Odisha,Anugul,IN-OR,IN-OR-AN
Odisha,Kendrapara,IN-OR,IN-OR-KP,Odisha,Kendrapara,IN-OR,IN-OR-KP
Odisha,Ganjam,IN-OR,IN-OR-GN,Odisha,Ganjam,IN-OR,IN-OR-GN
Odisha,Gajapati,IN-OR,IN-OR-GP,Odisha,Gajapati,IN-OR,IN-OR-GP
Odisha,Mayurbhanj,IN-OR,IN-OR-MY,Odisha,Mayurbhanj,IN-OR,IN-OR-MY
Odisha,Sundargarh,IN-OR,IN-OR-SU,Odisha,Sundargarh,IN-OR,IN-OR-SU
Odisha,Kendujhar,IN-OR,IN-OR-KJ,Odisha,Kendujhar,IN-OR,IN-OR-KJ
Odisha,Baleshwar,IN-OR,IN-OR-BW,Odisha,Baleshwar,IN-OR,IN-OR-BW
Odisha,Jharsuguda,IN-OR,IN-OR-JH,Odisha,Jharsuguda,IN-OR,IN-OR-JH
Odisha,Bargarh,IN-OR,IN-OR-BR,Odisha,Bargarh,IN-OR,IN-OR-BR
Odisha,Debagarh,IN-OR,IN-OR-DE,Odisha,Debagarh,IN-OR,IN-OR-DE
Odisha,Sambalpur,IN-OR,IN-OR-SA,Odisha,Sambalpur,IN-OR,IN-OR-SA
Chhattisgarh,Mahasamund,IN-CT,IN-CT-MA,Chhattisgarh,Mahasamund,IN-CT,IN-CT-MA
Chhattisgarh,Uttar Bastar Kanker,IN-CT,IN-CT-KK,Chhattisgarh,Uttar Bastar Kanker,IN-CT,IN-CT-KK
Chhattisgarh,Narayanpur,IN-CT,IN-CT-NA,Chhattisgarh,Narayanpur,IN-CT,IN-CT-NA
Chhattisgarh,Dakshin Bastar Dantewada,IN-CT,IN-CT-DA,Chhattisgarh,Dakshin Bastar Dantewada,IN-CT,IN-CT-DA
Chhattisgarh,Bastar,IN-CT,IN-CT-BA,Chhattisgarh,Bastar,IN-CT,IN-CT-BA
NA,NA,NA,NA,Chhattisgarh,Kondagaon,IN-CT,NA
NA,NA,NA,NA,Chhattisgarh,Gariaband,IN-CT,NA
Chhattisgarh,Raipur,IN-CT,IN-CT-RP,Chhattisgarh,Raipur,IN-CT,IN-CT-RP
Chhattisgarh,Durg,IN-CT,IN-CT-DU,Chhattisgarh,Durg,IN-CT,IN-CT-DU
Chhattisgarh,Dhamtari,IN-CT,IN-CT-DH,Chhattisgarh,Dhamtari,IN-CT,IN-CT-DH
NA,NA,NA,NA,Chhattisgarh,Balod,IN-CT,NA
Chhattisgarh,Koriya,IN-CT,IN-CT-KJ,Chhattisgarh,Koriya,IN-CT,IN-CT-KJ
Chhattisgarh,Jashpur,IN-CT,IN-CT-JA,Chhattisgarh,Jashpur,IN-CT,IN-CT-JA
Chhattisgarh,Korba,IN-CT,IN-CT-KB,Chhattisgarh,Korba,IN-CT,IN-CT-KB
Chhattisgarh,Kabeerdham,IN-CT,IN-CT-KW,Chhattisgarh,Kabeerdham,IN-CT,IN-CT-KW
Chhattisgarh,Janjgir-champa,IN-CT,IN-CT-JC,Chhattisgarh,Janjgir - Champa,IN-CT,IN-CT-JC
NA,NA,NA,NA,Chhattisgarh,Bametara,IN-CT,NA
Chhattisgarh,Rajnandgaon,IN-CT,IN-CT-RN,Chhattisgarh,Rajnandgaon,IN-CT,IN-CT-RN
NA,NA,NA,NA,Chhattisgarh,Surajpur,IN-CT,NA
NA,NA,NA,NA,Chhattisgarh,Baloda Bazar,IN-CT,NA
NA,NA,NA,NA,Chhattisgarh,Mungeli,IN-CT,NA
Chhattisgarh,Surguja,IN-CT,IN-CT-SU,Chhattisgarh,Surguja,IN-CT,IN-CT-SU
NA,NA,NA,NA,Chhattisgarh,Balrampur,IN-CT,NA
Chhattisgarh,Bijapur,IN-CT,IN-CT-BJ,Chhattisgarh,Bijapur,IN-CT,IN-CT-BJ
Chhattisgarh,Raigarh,IN-CT,IN-CT-RG,Chhattisgarh,Raigarh,IN-CT,IN-CT-RG
Chhattisgarh,Bilaspur,IN-CT,IN-CT-BI,Chhattisgarh,Bilaspur,IN-CT,IN-CT-BI
NA,NA,NA,NA,Chhattisgarh,Sukma,IN-CT,NA
Madhya Pradesh,Burhanpur,IN-MP,IN-MP-BU,Madhya Pradesh,Burhanpur,IN-MP,IN-MP-BU
Madhya Pradesh,Morena,IN-MP,IN-MP-MO,Madhya Pradesh,Morena,IN-MP,IN-MP-MO
Madhya Pradesh,Bhind,IN-MP,IN-MP-BD,Madhya Pradesh,Bhind,IN-MP,IN-MP-BD
Madhya Pradesh,Gwalior,IN-MP,IN-MP-GW,Madhya Pradesh,Gwalior,IN-MP,IN-MP-GW
Madhya Pradesh,Sheopur,IN-MP,IN-MP-SP,Madhya Pradesh,Sheopur,IN-MP,IN-MP-SP
Madhya Pradesh,Shivpuri,IN-MP,IN-MP-SV,Madhya Pradesh,Shivpuri,IN-MP,IN-MP-SV
Madhya Pradesh,Tikamgarh,IN-MP,IN-MP-TI,Madhya Pradesh,Tikamgarh,IN-MP,IN-MP-TI
Madhya Pradesh,Neemuch,IN-MP,IN-MP-NE,Madhya Pradesh,Neemuch,IN-MP,IN-MP-NE
Madhya Pradesh,Rewa,IN-MP,IN-MP-RE,Madhya Pradesh,Rewa,IN-MP,IN-MP-RE
Madhya Pradesh,Satna,IN-MP,IN-MP-ST,Madhya Pradesh,Satna,IN-MP,IN-MP-ST
Madhya Pradesh,Guna,IN-MP,IN-MP-GU,Madhya Pradesh,Guna,IN-MP,IN-MP-GU
Madhya Pradesh,Ashoknagar,IN-MP,IN-MP-AS,Madhya Pradesh,Ashoknagar,IN-MP,IN-MP-AS
Madhya Pradesh,Mandsaur,IN-MP,IN-MP-MS,Madhya Pradesh,Mandsaur,IN-MP,IN-MP-MS
Madhya Pradesh,Singrauli,IN-MP,IN-MP-SN,Madhya Pradesh,Singrauli,IN-MP,IN-MP-SN
Madhya Pradesh,Sidhi,IN-MP,IN-MP-SI,Madhya Pradesh,Sidhi,IN-MP,IN-MP-SI
Madhya Pradesh,Sagar,IN-MP,IN-MP-SG,Madhya Pradesh,Sagar,IN-MP,IN-MP-SG
Madhya Pradesh,Damoh,IN-MP,IN-MP-DM,Madhya Pradesh,Damoh,IN-MP,IN-MP-DM
Madhya Pradesh,Shajapur,IN-MP,IN-MP-SJ,Madhya Pradesh,Shajapur,IN-MP,IN-MP-SJ
Madhya Pradesh,Vidisha,IN-MP,IN-MP-VI,Madhya Pradesh,Vidisha,IN-MP,IN-MP-VI
Madhya Pradesh,Rajgarh,IN-MP,IN-MP-RG,Madhya Pradesh,Rajgarh,IN-MP,IN-MP-RG
Madhya Pradesh,Shahdol,IN-MP,IN-MP-SH,Madhya Pradesh,Shahdol,IN-MP,IN-MP-SH
Madhya Pradesh,Katni,IN-MP,IN-MP-KA,Madhya Pradesh,Katni,IN-MP,IN-MP-KA
Madhya Pradesh,Umaria,IN-MP,IN-MP-UM,Madhya Pradesh,Umaria,IN-MP,IN-MP-UM
Madhya Pradesh,Ratlam,IN-MP,IN-MP-RL,Madhya Pradesh,Ratlam,IN-MP,IN-MP-RL
Madhya Pradesh,Bhopal,IN-MP,IN-MP-BP,Madhya Pradesh,Bhopal,IN-MP,IN-MP-BP
Madhya Pradesh,Ujjain,IN-MP,IN-MP-UJ,Madhya Pradesh,Ujjain,IN-MP,IN-MP-UJ
Madhya Pradesh,Raisen,IN-MP,IN-MP-RS,Madhya Pradesh,Raisen,IN-MP,IN-MP-RS
Madhya Pradesh,Sehore,IN-MP,IN-MP-SR,Madhya Pradesh,Sehore,IN-MP,IN-MP-SR
Madhya Pradesh,Jabalpur,IN-MP,IN-MP-JA,Madhya Pradesh,Jabalpur,IN-MP,IN-MP-JA
